NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles
0,0,0,0,0,0,0,,0,,0,0,NC12CC3CC(CC(C3)C1)C2
0,0,1,0,0,0,0,,0,,0,0,NC1:C2:C(:N:C3:C:C:C:C:C:1:3)CCCC2
1,0,1,,0,0,0,,1,0,1,,NC1:C:C:C(Cl):C:C:1N
0,0,0,0,0,0,0,,0,,0,1,NC1:N:C(F):N:C2:C:1:N:C:N:2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
0,0,0,0,0,0,0,,0,,0,0,COC1:C:C:C(C[C@H](C)NC[C@@H](O)C2:C:C:C(O):C(NC=O):C:2):C:C:1.COC1:C:C:C(C[C@H](C)NC[C@@H](O)C2:C:C:C(O):C(NC=O):C:2):C:C:1.O.O.O=C(O)/C=C/C(=O)O
1,0,0,,0,0,0,,0,,0,0,CCCCCCCCCCCCCCCCCC(=O)O[AlH3](O)O
0,0,0,0,0,0,0,,0,,0,0,CS(=O)(=O)NC(=O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@H](O)COC1:C:C:C:C:C:1
1,1,0,,1,0,0,,0,,0,0,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
0,0,0,,0,0,0,,0,,0,0,O=C(/C=C/C1:C:C:C:C(F):C:1)NC1CC1
0,0,0,0,0,0,0,,0,,0,0,CC(=O)NC1:C(I):C:C(I):C(C(=O)O):C:1I
1,0,0,,0,0,0,,0,,0,0,CC(=O)NC1:C:C:C(/C=N/NC(N)=S):C:C:1
0,0,0,0,0,0,0,,0,,0,0,COC1:C:C(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2):C:C(OC):C:1OC.O=C(O)/C=C\C(=O)O
0,0,0,0,1,0,0,,0,,1,0,O=C(NC1:C:C:C([N+](=O)[O-]):C:C:1)NC1:C:C:C([N+](=O)[O-]):C:C:1
0,0,0,0,0,0,0,,0,,0,0,CN(C)CC[C@@H](C1:C:C:C(Br):C:C:1)C1:C:C:C:C:N:1.O=C(O)/C=C\C(=O)O
0,0,0,0,1,0,0,,0,,0,0,NC1:N:C(=O):C2:N:C(CNC3:C:C:C(C(=O)N[C@@H](CCC(=O)O)C(=O)O):C:C:3):C:N:C:2:[NH]:1
0,0,0,0,0,0,0,,0,,0,0,CCN1:C:C(C(=O)O):C(=O):C2:C:N:C(N3CCCC3):N:C:2:1
1,0,0,,0,0,0,,0,,0,0,NS(=O)(=O)C1:C:C(C(=O)O):C:C(N2CCCC2):C:1OC1:C:C:C:C:C:1
0,0,0,0,0,0,0,,0,,0,0,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC
0,,1,,,0,0,0,1,1,1,1,CCCSC1:C:C:C2:[NH]:C(NC(=O)OC):N:C:2:C:1
0,0,0,0,0,0,0,,0,,0,0,O=C(OCC1(COC(=O)C2:C:C:C:N:C:2)CCCC(COC(=O)C2:C:C:C:N:C:2)(COC(=O)C2:C:C:C:N:C:2)C1O)C1:C:C:C:N:C:1
0,0,0,0,0,0,0,,0,,0,0,NC1=NC(=O)N2CC12
0,0,0,0,1,0,0,,0,,0,0,CN1:C(=O):C2:[NH]:C:N:C:2:N(C):C:1=O
1,1,0,1,1,1,0,,0,,0,0,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O
0,0,0,0,1,1,0,,0,,0,0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O
0,0,1,,1,0,0,,0,,1,0,CN1CC(=O)N=C1NC(=O)NC1:C:C:C:C(Cl):C:1
1,0,0,,1,1,0,,0,,0,0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2
0,0,0,0,0,0,0,,0,,0,1,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
1,1,0,0,1,1,0,,0,,0,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
0,0,0,0,0,0,0,,0,,0,0,O=CC1:C:C:C:C:C:1
0,0,0,0,0,0,0,,1,,0,1,COC1:C:C([C@@H]2C3:C:C4:C(:C:C:3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4):C:C(OC):C:1OP(=O)(O)O
0,0,0,0,1,1,0,,0,,0,0,C1CNCCN1.C[C@]12CC[C@@H]3C4:C:C:C(OS(=O)(=O)O):C:C:4CC[C@H]3[C@@H]1CCC2=O
1,0,0,,0,0,0,,0,,0,0,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O
0,0,0,0,0,0,0,,0,,1,0,CC1:C:C2:N:C3:C(=O):[NH]:C(=O):N:C3:N(C[C@H](O)[C@H](O)[C@H](O)CO):C:2:C:C:1C
0,0,0,,1,1,,1,0,1,1,1,CC[C@H](C1:C:C:C(O):C:C:1)[C@@H](CC)C1:C:C:C(O):C:C:1
0,0,0,0,1,1,0,,0,,1,1,C/C=C(C(=C/C)/C1:C:C:C(O):C:C:1)\C1:C:C:C(O):C:C:1
0,0,0,,1,0,0,,0,,0,0,CCOC(=O)C1:C:C:C(O):C:C:1
,0,0,,0,0,0,,0,0,1,0,CCCCCCCCCCCCOC(=O)C1:C:C:C(O):C:C:1
0,0,,,1,1,,1,0,1,1,0,OC1:C:C:C2:C:C(SSC3:C:C:C4:C:C(O):C:C:C:4:C:3):C:C:C:2:C:1
1,1,0,,0,0,0,,0,,0,0,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
0,0,0,0,0,0,0,,0,,0,0,NC1:N:C2:C(:N:C:N:2COC(CO)CO):C(=O):[NH]:1
0,0,0,0,1,0,0,,0,,0,0,CC(=O)N(CC(O)CO)C1:C(I):C(C(=O)NCCO):C(I):C(C(=O)NCC(O)CO):C:1I
0,0,1,,0,0,1,,0,,1,0,SC1:N:C2:C:C:C:C:C:2:S:1
0,0,0,0,0,0,0,,0,,0,0,NC1:C:C:C(S(=O)(=O)[N-]C2:N:C:C:C:N:2):C:C:1.[Ag+]
0,0,0,0,0,0,0,,0,,0,0,C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)C3:C:C:C:C:C:3)C[C@@H]1[C@H]1O[C@@H]21.[Br-]
0,0,0,0,0,0,0,,0,,0,0,O=P([O-])([O-])OC(CO)CO.[Ca+2]
0,0,0,0,0,0,0,,0,,0,0,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].[Ca+2]
0,0,0,0,0,0,0,,0,,0,0,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](CC1:C:C:C:C:C:1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1:C:C:C(N):C:C:1.[Ca+2]
0,0,0,0,0,0,0,,0,,0,0,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]
0,0,0,0,0,0,0,,0,,0,0,NC1:C:[N+](N2CCOCC2):N:O:1.[Cl-]
0,0,0,,,0,0,1,0,0,,0,CCN(CC)C1:C:C:C2:C(C3:C:C:C:C:C:3C(=O)O):C3:C:C:C(N(CC)CC):C:C:3:[O+]:C:2:C:1.[Cl-]
0,0,0,0,0,0,0,,0,,0,0,CC[N+](CC)(CC)CCOC1:C:C:C:C(OCC[N+](CC)(CC)CC):C:1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
0,0,0,0,0,0,0,,0,,0,0,C[N+]1(CC2COC(C3:C:C:C:C:C:3)(C3CCCCC3)O2)CCCCC1.[I-]
1,1,0,0,0,0,0,,0,,0,0,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)[O-].[K+]
0,0,0,0,0,0,0,,0,,0,0,NC1:N:C(=O):C2:C(CCC3:C:C:C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]):C:C:3):C:[NH]:C:2:[NH]:1.[Na+].[Na+]
0,0,0,0,0,0,0,,0,,0,0,O=C1OC(C2:C:C:C(O):C(S(=O)(=O)[O-]):C:2)(C2:C:C:C(O):C(S(=O)(=O)[O-]):C:2)C2:C(Br):C(Br):C(Br):C(Br):C:21.[Na+].[Na+]
0,0,1,,0,0,,0,0,0,,0,NC1:C(/N=N/C2:C:C:C(C3:C:C:C(/N=N/C4:C:C(S(=O)(=O)[O-]):C5:C:C:C:C:C:5:C:4N):C:C:3):C:C:2):C:C(S(=O)(=O)[O-]):C2:C:C:C:C:C:1:2.[Na+].[Na+]
0,0,0,,0,0,0,,0,,0,0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSC3:N:C(C):C(CC(=O)[O-]):S:3)CS[C@H]12)C1:C:S:C(N):N:1.[Na+].[Na+]
0,0,1,0,0,0,0,,0,,0,0,COC1:C:C:N:C(CS(=O)C2:N:C3:C:C(OC(F)F):C:C:C:3:[N-]:2):C:1OC.[Na+]
0,0,0,0,1,0,0,,0,,0,0,COC1:C:C:C:C(OC):C:1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.O.[Na+]
0,0,0,0,0,0,0,,0,,0,0,CC1:O:N:C(C2:C:C:C:C:C:2Cl):C:1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[Na+]
0,0,0,0,0,0,0,,0,,0,0,NC1:C:C:C(C(=O)[O-]):C(O):C:1.[Na+]
0,0,0,0,0,0,0,,0,,0,0,O=[N+]([O-])/N=C1\NCCN1CC1:C:C:C(Cl):N:C:1
0,0,0,0,0,0,0,,0,,0,0,CN/C(=C\[N+](=O)[O-])NCCSCC1:C:C:C(CN(C)C):O:1
0,,1,,0,0,,1,0,0,1,0,O=C1C2:C(O):C:C:C(NC3:C:C:C(CCO):C:C:3):C:2C(=O)C2:C([N+](=O)[O-]):C:C:C(O):C:21
0,0,0,0,0,0,0,,0,,0,0,Br.COC1:C:C:C2:C(:C:1)[C@@]13CCCCC1[C@@H](C2)N(C)CC3.O
0,0,0,0,0,0,0,,0,,0,0,CC(C)=CC1C(C(=O)OCC2:C:C:C:C(OC3:C:C:C:C:C:3):C:2)C1(C)C
0,0,0,0,0,0,0,,0,,1,0,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C
0,0,1,,0,0,0,,0,,0,0,CC(C)=CCOC1:C2:O:C:C:C:2:C:C2:C:C:C(=O):O:C:1:2
0,0,0,0,0,0,0,,0,,0,0,CC(C)CC1:C:C:C([C@@H](C)C(=O)NS(C)(=O)=O):C:C:1
0,0,0,0,0,0,0,,0,,0,0,C[C@@H](C1=C(CCN(C)C)CC2:C:C:C:C:C:21)C1:C:C:C:C:N:1.O=C(O)/C=C\C(=O)O
0,0,0,0,0,0,0,,0,,0,0,C[C@@H]1C(=O)N=C2NC3:C:C:C:C(Cl):C:3CN21
0,0,0,0,0,0,0,,0,,0,0,CCC(=O)O[C@]1(C2:C:C:C:C:C:2)CCN(C)C[C@H]1C
0,0,0,0,0,0,0,,0,,0,0,C=CCN1CCC2:N:C(N):S:C:2CC1
0,0,0,0,0,0,0,,0,,0,0,C=CCN1CCCC1CNC(=O)C1:C:C(S(N)(=O)=O):C:C(OC):C:1OC
0,0,0,0,0,0,0,,0,,0,0,C1:C:C:C2:[NH]:C:C:C:2:C:1
0,0,0,0,0,0,0,,0,,0,0,C1:C:C:C2:C(:C:1):S:C1:C:C:C:C:C:1:2
1,1,1,,1,,1,1,1,1,,1,C1:C:S:C(C2:C:C:C(C3:C:C:C:S:3):S:2):C:1
0,0,0,0,0,0,1,,0,,1,0,CC(=O)CC(C1:C:C:C:C:C:1)C1:C(O):C2:C:C:C:C:C:2:O:C:1=O
0,,0,,0,0,,1,1,0,1,0,COC1:C:C2:C(:C(OC):C:1OC)C1:C:C:C(OC):C(=O):C:C:1[C@@H](NC(C)=O)CC2
0,0,0,0,1,1,0,,0,,0,0,CC(=O)O.CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2:C:C:C(O):C:C:2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O
0,0,0,0,1,1,0,,0,,0,0,CC(=O)O.N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CC2:C:C:C(O):C:C:2)C(=O)N[C@@H](CC2:C:C:C:C:C:2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
0,0,0,0,0,0,0,,0,,0,0,CC(=O)O.N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](CC2:C:C:C(O):C:C:2)C(=O)N[C@@H](CC2:C:C:C:C:C:2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
0,0,0,0,1,1,0,,0,,0,0,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(C5:C:C:C:N:C:5)[C@@]4(C)CC[C@@H]32)C1
1,1,0,0,1,0,0,,0,,0,0,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
0,0,0,0,0,0,0,,0,,0,0,CC(=O)OCC(CCN1:C:N:C2:C:N:C(N):N:C:2:1)COC(C)=O
0,0,0,0,0,0,0,,0,,0,0,CC1:C:C(C(C)(C)C):C(O):C(C(C)(C)C):C:1
0,0,0,0,0,0,0,,0,,0,0,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC
0,0,0,0,0,0,0,,0,,0,0,CC(C)C(Br)C(=O)NC(N)=O
0,0,0,0,0,0,0,,0,,0,0,CC(C)C[C@@H](N)C(=O)O
0,0,0,0,0,0,0,,0,,0,0,CC(C)CCC[C@@H](C)[C@H]1CC(=O)C2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
0,0,0,0,0,0,0,,0,,0,0,CC(C)CN1:C:N:C2:C:1:C(=O):N(C):C(=O):N:2C
0,0,0,,0,0,0,,0,,0,1,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O
0,0,0,0,0,0,0,,0,,0,0,CC(C)NCC(O)COC1:C:C:C(CCOCC2CC2):C:C:1
0,0,0,0,0,0,0,,0,,0,0,CC(C)C1:C(CN(C)C(C)CC2:C:C:C:C:C:2):N(C):N(C2:C:C:C:C:C:2):C:1=O
0,0,0,0,0,0,0,,0,,0,0,CC1:N:C2:N(:C(=O):C:1CCN1CCC(C3:N:O:C4:C:C(F):C:C:C:3:4)CC1)CCCC2
0,0,0,0,0,0,0,,0,,0,0,CC1:C:C:C(/C(=C\CN2CCCC2)C2:C:C:C:C:N:2):C:C:1
0,0,0,0,1,0,0,,0,,0,0,COC1:C(N2CCNC(C)C2):C(F):C:C2:C(=O):C(C(=O)O):C:N(C3CC3):C:1:2
0,0,0,0,0,0,0,,0,,0,0,CC1:N:C:C([N+](=O)[O-]):N:1CC(C)O
0,0,0,0,0,0,0,,0,,0,0,C/C=C1\[C@H]2C=C(C)C[C@]1(N)C1:C:C:C(=O):[NH]:C:1C2
1,0,0,0,1,0,0,,0,,0,0,CC1:C:N:C(NC(=O)C2=C(O)C3:C:C:C:C:C:3S(=O)(=O)N2C):S:1
1,1,0,0,0,0,0,,0,,0,0,CCC(=O)N(C1:C:C:C:C:C:1)C1CCN(CCC2:C:C:C:C:C:2)CC1
0,0,0,0,0,0,0,,0,,0,0,CCC(C(=O)NC(N)=O)C1:C:C:C:C:C:1
0,0,0,0,0,0,0,,0,,0,0,CCC(C(=O)OCCOCCN(CC)CC)C1:C:C:C:C:C:1.O=C(O)CC(O)(CC(=O)O)C(=O)O
0,0,0,0,0,0,0,,0,,0,0,CCC1(C)CC(=O)NC(=O)C1
0,0,0,,0,0,0,,0,,0,0,CCC1:C:N([C@H]2C[C@H](O)[C@@H](CO)O2):C(=O):[NH]:C:1=O
0,0,0,0,0,0,0,,0,,0,0,CCCCC[C@@H](O)C1C(=O)OC(C)[C@H](O)/C=C/C=C/C=C/C=C/C=C(\C)C(O)C(O)C(O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O
0,0,0,0,0,0,0,,0,,0,1,CCCCCCCCCCCCCCCCCCCCCC(=O)NC1:C:C:N([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O):C(=O):N:1
0,0,0,0,0,0,0,,0,,0,0,CCCN[C@H]1CCC2:N:C(N):S:C:2C1
0,0,1,0,1,1,0,,0,,1,0,CCN(CC)C(=O)[C@@H]1C=C2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]2N(C)C1
0,0,0,0,0,0,0,,0,,0,0,CCOC1:C:C(C=O):C:C:C:1O
0,0,0,0,0,0,0,,0,,0,0,CCOC1:C:C:C2:C3:C:1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
0,0,0,0,0,0,0,,0,,0,0,C1:C:N:C2:C:C3:C(:C:C:2:N:1)C1CNCC3C1.Cl
0,0,0,0,0,0,0,,0,,0,0,CC(=O)OC1:C:C(C(C)C):C(OCCN(C)C):C:C:1C.Cl
0,0,0,0,0,0,0,,0,,0,0,CC1:C:C(C(C)(C)C):C:C(C):C:1CC1=NCCN1.Cl
0,0,0,0,0,0,0,,0,,0,0,CC(C)[C@H](N)C(=O)OCC(CO)OCN1:C:N:C2:C(=O):N:C(N):[NH]:C:2:1.Cl
0,0,0,0,0,0,0,,0,,0,0,COC(=O)CCC1:C:C:C(OCC(O)CNC(C)C):C:C:1.Cl
0,0,1,0,0,0,0,,0,,0,0,CNC(C)CCC=C(C)C.Cl
0,0,0,0,1,0,0,,0,,0,0,CC1:C:C:C(C(=O)C(C)CN2CCCCC2):C:C:1.Cl
0,0,0,0,1,1,0,,0,,0,0,CC1:C:C:C:C:C:1N1CCN(CCC2:N:N:C3:N:2CCCC3)CC1.Cl
0,0,1,0,0,0,0,,0,,0,0,CCCN1CCC[C@@H]2CC3:N:[NH]:C:C:3C[C@H]21.Cl
0,0,0,0,0,0,0,,0,,0,0,CCN(CC)C(C)CN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21.Cl
0,0,1,0,0,0,0,,0,,0,0,CCCCOC1:C:C(C(=O)OCCN(CC)CC):C:C:C:1N.Cl
0,0,1,0,0,0,0,,0,,0,0,CCCOC1:C:C:C(C(=O)OCCN(CC)CC):C:C:1N.Cl
0,0,0,1,0,0,0,,0,,0,0,CC1:C:C:C:C(C):C:1N(CCCC1:C:C:C:N:C:1)C(=O)C(C)N.Cl.Cl
0,0,1,1,0,0,0,,0,,1,0,Cl.Cl.ClC1:C:C:C(NC2:N:N:C(CC3:C:C:N:C:C:3):C3:C:C:C:C:C:2:3):C:C:1
0,0,0,0,0,0,0,,0,,0,0,CCN(CC)CC1:C:C(NC2:C:C:N:C3:C:C(Cl):C:C:C:2:3):C:C:C:1O.Cl.Cl.O.O
0,0,0,0,0,0,0,,0,,0,0,CN(C)CCN(CC1:C:C:C(Cl):C:C:1)C1:C:C:C:C:N:1.Cl
0,0,0,0,0,0,0,,0,,0,0,Cl.ClC1:C:C:C(CN2:C(CN3CCCC3):N:C3:C:C:C:C:C:3:2):C:C:1
0,0,0,0,0,0,0,,0,,0,0,Cl.N=C(N)NC(=O)CC1:C(Cl):C:C:C:C:1Cl
0,0,0,0,0,0,0,,0,,0,0,Cl.NC1CCN(C2:C:C:C:C(Cl):N:2)CC1
0,0,0,0,0,0,0,,0,,0,0,CC(C)CC(N(C)C)C1(C2:C:C:C(Cl):C:C:2)CCC1.Cl
0,0,0,0,0,0,0,,0,,0,0,CC(CN(C)C)CN1C2:C:C:C:C:C:2S(=O)(=O)C2:C:C:C:C:C:21.Cl
0,0,0,0,0,0,0,,0,,0,0,CN(C)CCCOC1:N:N(CC2:C:C:C:C:C:2):C2:C:C:C:C:C:1:2.Cl
0,0,0,0,0,0,0,,0,,0,0,CN(C)CCN1C(=O)C2:C:C:C:C:C:2N(C)C2:C:C:C:C:C:21.Cl
0,0,0,0,0,0,0,,0,,0,0,CN(C/C=C/C1:C:C:C:C:C:1)CC1:C:C:C:C2:C:C:C:C:C:1:2.Cl
0,0,0,0,0,0,0,,0,,0,0,CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)C1:N:N(C):C3:C:C:C:C:C:1:3)C2.Cl
0,0,0,0,0,0,0,,0,,0,0,COC1:C:C:C(CCN(C)CCCC(C#N)(C2:C:C(OC):C(OC):C(OC):C:2)C(C)C):C:C:1OC.Cl
0,0,0,0,0,0,0,,0,,0,0,COC1:C:C:C(CCNCC(O)COC2:C:C:C:C(C):C:2):C:C:1OC.Cl
0,0,0,0,0,0,0,,0,,0,0,COC1:C:C:C(OC):C(C[C@H](C)N):C:1.Cl
0,0,0,0,0,0,0,,0,,0,0,COC1:C:C2:[NH]:C(C):C(CCN3CCN(C4:C:C:C:C:C:4)CC3):C:2:C:C:1OC.Cl
0,0,0,0,0,0,0,,0,,0,0,CC1:[NH]:C(=O):C(C#N):C:C:1C1:C:C:C2:N:C:C:N:2:C:1.Cl
0,0,0,0,0,0,0,,0,,0,0,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)C3:C:C:C:C:C:3)[C@H]2SC1(C)C.Cl
0,0,0,0,0,0,0,,0,,0,0,C[C@H]1C2:C:C:C:C(O):C:2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl
0,0,0,,0,0,0,,0,,0,0,Cl.NCCC[C@H](N)C(=O)O
0,0,0,0,0,0,0,,0,,0,0,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1.Cl
0,0,0,0,0,0,0,,0,,0,0,C[C@H](NCCC1:C:C:C(O):C:C:1)[C@H](O)C1:C:C:C(O):C:C:1.Cl
0,0,0,0,0,0,0,,0,,0,0,C[C@@H](N)C(=O)C1:C:C:C:C:C:1.Cl
0,0,0,0,0,0,0,,0,,0,0,CN1:C:C(C(=O)[C@@H]2CCC3:[NH]:C:N:C:3C2):C2:C:C:C:C:C:2:1.Cl
0,0,0,0,0,0,0,,0,,0,0,CC(C)CC(NC(=O)CNC(=O)[C@H](CC1:C:C:C(O):C:C:1)NC(=O)[C@@H](CO)NC(=O)[C@@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)[C@@H](CC1:C:[NH]:C:N:1)NC(=O)[C@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)NCC(N)=O.Cl
0,0,1,0,0,0,0,,0,,0,0,CCOC(=O)[C@H](CCC1:C:C:C:C:C:1)N[C@@H](C)C(=O)N1CC2:C:C(OC):C(OC):C:C:2C[C@H]1C(=O)O.Cl
0,0,0,0,0,0,0,,0,,0,0,CCOC(=O)NNC1:N:N:C:C2:C:C:C:C:C:1:2.Cl
0,0,0,0,1,0,0,,0,,0,0,Cl.O=C1NCC2(CCN(CCC3:C:C:C:C:C:3)CC2)O1
1,1,0,0,0,0,0,,0,,1,0,CCOC1:C:C:C:C:C:1OCCN[C@H](C)CC1:C:C:C(OC):C(S(N)(=O)=O):C:1.Cl
0,0,0,0,0,0,0,,0,,0,0,Cl.O=C(OCCN1CCCCC1)C(O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
0,0,0,0,0,0,0,,0,,0,0,Cl.OC(CCN1CCCCC1)(C1:C:C:C:C:C:1)C1CC2C=CC1C2
0,0,0,0,0,0,0,,0,,0,0,CC(CCC1:C:C:C(O):C:C:1)NCC(O)C1:C:C:C(O):C:C:1.Cl
0,0,0,0,0,0,0,,0,,0,0,CN(C)CCOC(=O)C(C1:C:C:C:C:C:1)C1(O)CCCC1.Cl
0,0,0,,0,0,0,,0,,0,0,CCOC(=O)[C@@](C)(N)CC1:C:C:C(O):C(O):C:1.Cl
0,0,0,0,0,0,0,,0,,0,0,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1:C:C:C:C(OC2:C:C:C:C:C:2):C:1
0,0,0,0,0,0,0,,0,,1,0,COP(=S)(OC)OC1:C:C(Cl):C(Cl):C:C:1Cl
0,0,0,0,0,0,0,,0,,0,0,O=C1N=C2SCCN2C(=O)C1CC1:C:C:C(Cl):C:C:1
0,0,0,0,0,0,0,,0,,0,0,CN1:C(=O):C2:C(:N:C:N:2CCOC(=O)C(C)(C)OC2:C:C:C(Cl):C:C:2):N(C):C:1=O
0,0,0,0,0,0,0,,0,,0,0,O=C(COC1:C:C:C(Cl):C:C:1)OCCNC12CC3CC(CC(C3)C1)C2
0,0,0,,0,0,0,,0,,0,0,CN1C(=O)CC(=O)N(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:21
0,0,1,,0,0,0,,0,,0,1,CN1C(=O)CN2CCC3:C:C:C:C:C:3C2C2:C:C(Cl):C:C:C:21
0,0,0,0,0,0,0,,0,,0,1,ClCCN(CCCl)CCCl
0,0,0,0,0,0,0,,0,,0,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
0,0,0,0,0,0,0,,0,,0,0,CC1:C(N(C)C):C(=O):N(C2:C:C:C:C:C:2):N:1C
0,0,0,0,0,0,0,,0,,0,0,CCCCC(CC)COC(=O)C1:C:C:C(N(C)C):C:C:1
0,0,1,,,0,,1,0,0,0,0,CN(C)C1:C:C:C(N(C)C):C:C:1
0,0,1,,,0,0,1,1,1,,0,CN(C)C1:C:C:C(/N=N/C2:C:C:C:C:C:2C(=O)O):C:C:1
0,0,0,0,0,0,0,,0,,0,0,CN1CCC(=C2C3:C:C:C:C:C:3CC(=O)C3:S:C:C:C:32)CC1
0,0,0,0,0,0,0,,0,,0,0,CN1CCN2C3:N:C:C:C:C:3CC3:C:C:C:C:C:3C2C1
0,0,0,0,0,0,0,,0,,0,0,CN1[C@H]2CC[C@@H]1C[C@H](OC(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1)C2
0,0,0,0,0,0,0,,0,,0,0,CN1CCC[C@@H]1CC1:C:[NH]:C2:C:C:C(CCS(=O)(=O)C3:C:C:C:C:C:3):C:C:1:2
